date,computer,phone,tablet
2019-12-29,68.23717141177460,383.5817327880820,24.932812631225300
2020-01-05,80.04745107919710,393.67598891408400,22.308306038464800
2020-01-12,82.6719576719577,368.44034859907900,20.996052742084500
2020-01-19,78.73519778281690,348.2518363470750,20.996052742084500
2020-01-26,76.11069119005630,373.4874766620800,19.683799445704200
2020-02-02,77.42294448643660,363.39322053607800,20.996052742084500
2020-02-09,77.42294448643660,368.44034859907900,19.683799445704200
2020-02-16,77.42294448643660,378.534604725081,19.683799445704200
2020-02-23,76.11069119005630,363.39322053607800,19.683799445704200
2020-03-01,74.79843789367600,368.44034859907900,19.683799445704200
2020-03-08,72.17393130091550,368.44034859907900,18.371546149323900
2020-03-15,86.60871756109850,388.6288608510830,20.996052742084500
2020-03-22,98.41899722852110,388.6288608510830,22.308306038464800
2020-03-29,97.10674393214080,373.4874766620800,23.620559334845100
2020-04-05,91.85773074661970,378.534604725081,23.620559334845100
2020-04-12,95.7944906357605,378.534604725081,24.932812631225300
2020-04-19,90.54547745023940,378.534604725081,24.932812631225300
2020-04-26,91.85773074661970,393.67598891408400,22.308306038464800
2020-05-03,90.54547745023940,388.6288608510830,24.932812631225300
2020-05-10,90.54547745023940,403.7702450400860,24.932812631225300
2020-05-17,85.29646426471830,393.67598891408400,23.620559334845100
2020-05-24,81.35970437557740,388.6288608510830,22.308306038464800
2020-05-31,78.73519778281690,408.8173731030880,20.996052742084500
2020-06-07,74.79843789367600,403.7702450400860,22.308306038464800
2020-06-14,77.42294448643660,408.8173731030880,22.308306038464800
2020-06-21,77.42294448643660,429.00588535509200,20.996052742084500
2020-06-28,74.79843789367600,413.8645011660890,22.308306038464800
2020-07-05,80.04745107919710,429.00588535509200,20.996052742084500
2020-07-12,83.98421096833800,423.95875729209100,22.308306038464800
2020-07-19,80.04745107919710,439.100141481094,23.620559334845100
2020-07-26,83.98421096833800,423.95875729209100,20.996052742084500
2020-08-02,81.35970437557740,408.8173731030880,22.308306038464800
2020-08-09,89.2332241538591,408.8173731030880,23.620559334845100
2020-08-16,99.73125052490130,403.7702450400860,23.620559334845100
2020-08-23,99.73125052490130,368.44034859907900,22.308306038464800
2020-08-30,99.73125052490130,393.67598891408400,23.620559334845100
2020-09-06,94.48223733938020,383.5817327880820,22.308306038464800
2020-09-13,93.16998404299990,378.534604725081,20.996052742084500
2020-09-20,89.2332241538591,418.91162922909000,22.308306038464800
2020-09-27,83.98421096833800,378.534604725081,20.996052742084500
2020-10-04,80.04745107919710,378.534604725081,19.683799445704200
2020-10-11,80.04745107919710,398.72311697708500,24.932812631225300
2020-10-18,81.35970437557740,413.8645011660890,22.308306038464800
2020-10-25,73.48618459729570,388.6288608510830,20.996052742084500
2020-11-01,62.98815822625350,317.969067969068,18.371546149323900
2020-11-08,80.04745107919710,378.534604725081,23.620559334845100
2020-11-15,80.04745107919710,418.91162922909000,26.24506592760560
2020-11-22,82.6719576719577,373.4874766620800,32.80633240950700
2020-11-29,87.92097085747880,423.95875729209100,31.49407911312670
2020-12-06,81.35970437557740,418.91162922909000,27.557319223985900
2020-12-13,81.35970437557740,423.95875729209100,28.86957252036620
2020-12-20,72.17393130091550,398.72311697708500,32.80633240950700
2020-12-27,73.48618459729570,403.7702450400860,27.557319223985900
2021-01-03,77.42294448643660,449.1943976070960,22.308306038464800
2021-01-10,82.6719576719577,423.95875729209100,22.308306038464800
2021-01-17,76.11069119005630,373.4874766620800,22.308306038464800
2021-01-24,82.6719576719577,398.72311697708500,20.996052742084500
2021-01-31,77.42294448643660,388.6288608510830,22.308306038464800
2021-02-07,77.42294448643660,373.4874766620800,22.308306038464800
2021-02-14,74.79843789367600,388.6288608510830,20.996052742084500
2021-02-21,74.79843789367600,398.72311697708500,20.996052742084500
2021-02-28,74.79843789367600,403.7702450400860,20.996052742084500
2021-03-07,74.79843789367600,383.5817327880820,20.996052742084500
2021-03-14,69.54942470815490,398.72311697708500,22.308306038464800
2021-03-21,73.48618459729570,413.8645011660890,20.996052742084500
2021-03-28,69.54942470815490,439.100141481094,20.996052742084500
2021-04-04,68.23717141177460,383.5817327880820,19.683799445704200
2021-04-11,69.54942470815490,398.72311697708500,19.683799445704200
2021-04-18,70.86167800453520,388.6288608510830,19.683799445704200
2021-04-25,69.54942470815490,398.72311697708500,19.683799445704200
2021-05-02,70.86167800453520,383.5817327880820,20.996052742084500
2021-05-09,72.17393130091550,388.6288608510830,22.308306038464800
2021-05-16,66.92491811539430,383.5817327880820,19.683799445704200
2021-05-23,64.30041152263380,393.67598891408400,19.683799445704200
2021-05-30,65.61266481901400,398.72311697708500,20.996052742084500
2021-06-06,64.30041152263380,393.67598891408400,19.683799445704200
2021-06-13,64.30041152263380,403.7702450400860,23.620559334845100
2021-06-20,65.61266481901400,388.6288608510830,24.932812631225300
2021-06-27,62.98815822625350,413.8645011660890,20.996052742084500
2021-07-04,60.36365163349290,393.67598891408400,20.996052742084500
2021-07-11,62.98815822625350,418.91162922909000,20.996052742084500
2021-07-18,62.98815822625350,398.72311697708500,20.996052742084500
2021-07-25,62.98815822625350,413.8645011660890,22.308306038464800
2021-08-01,64.30041152263380,383.5817327880820,22.308306038464800
2021-08-08,65.61266481901400,408.8173731030880,20.996052742084500
2021-08-15,70.86167800453520,408.8173731030880,20.996052742084500
2021-08-22,72.17393130091550,403.7702450400860,20.996052742084500
2021-08-29,72.17393130091550,383.5817327880820,20.996052742084500
2021-09-05,69.54942470815490,373.4874766620800,19.683799445704200
2021-09-12,69.54942470815490,393.67598891408400,19.683799445704200
2021-09-19,68.23717141177460,388.6288608510830,20.996052742084500
2021-09-26,62.98815822625350,388.6288608510830,19.683799445704200
2021-10-03,69.54942470815490,393.67598891408400,19.683799445704200
2021-10-10,68.23717141177460,393.67598891408400,20.996052742084500
2021-10-17,69.54942470815490,388.6288608510830,20.996052742084500
2021-10-24,66.92491811539430,378.534604725081,20.996052742084500
2021-10-31,69.54942470815490,398.72311697708500,22.308306038464800
2021-11-07,72.17393130091550,378.534604725081,24.932812631225300
2021-11-14,72.17393130091550,393.67598891408400,23.620559334845100
2021-11-21,64.30041152263380,358.3460924730770,30.18182581674650
2021-11-28,74.79843789367600,408.8173731030880,30.18182581674650
2021-12-05,72.17393130091550,403.7702450400860,26.24506592760560
2021-12-12,69.54942470815490,423.95875729209100,26.24506592760560
2021-12-19,61.6759049298732,388.6288608510830,31.49407911312670
2021-12-26,62.98815822625350,388.6288608510830,27.557319223985900
2022-01-02,77.42294448643660,423.95875729209100,23.620559334845100
2022-01-09,78.73519778281690,434.05301341809300,22.308306038464800
2022-01-16,70.86167800453520,393.67598891408400,22.308306038464800
2022-01-23,81.35970437557740,418.91162922909000,23.620559334845100
2022-01-30,78.73519778281690,429.00588535509200,20.996052742084500
2022-02-06,78.73519778281690,423.95875729209100,22.308306038464800
2022-02-13,80.04745107919710,434.05301341809300,22.308306038464800
2022-02-20,77.42294448643660,434.05301341809300,23.620559334845100
2022-02-27,77.42294448643660,454.24152567009700,20.996052742084500
2022-03-06,76.11069119005630,429.00588535509200,22.308306038464800
2022-03-13,77.42294448643660,429.00588535509200,22.308306038464800
2022-03-20,76.11069119005630,454.24152567009700,22.308306038464800
2022-03-27,81.35970437557740,423.95875729209100,20.996052742084500
2022-04-03,81.35970437557740,429.00588535509200,20.996052742084500
2022-04-10,76.11069119005630,413.8645011660890,20.996052742084500
2022-04-17,77.42294448643660,413.8645011660890,20.996052742084500
2022-04-24,77.42294448643660,408.8173731030880,19.683799445704200
2022-05-01,76.11069119005630,398.72311697708500,19.683799445704200
2022-05-08,74.79843789367600,413.8645011660890,19.683799445704200
2022-05-15,77.42294448643660,434.05301341809300,18.371546149323900
2022-05-22,70.86167800453520,444.1472695440950,19.683799445704200
2022-05-29,66.92491811539430,434.05301341809300,19.683799445704200
2022-06-05,68.23717141177460,449.1943976070960,20.996052742084500
2022-06-12,65.61266481901400,454.24152567009700,19.683799445704200
2022-06-19,69.54942470815490,489.57142211110500,22.308306038464800
2022-06-26,65.61266481901400,504.712806300108,20.996052742084500
2022-07-03,65.61266481901400,484.52429404810400,20.996052742084500
2022-07-10,70.86167800453520,489.57142211110500,24.932812631225300
2022-07-17,69.54942470815490,464.33578179609900,20.996052742084500
2022-07-24,72.17393130091550,459.2886537330980,22.308306038464800
2022-07-31,68.23717141177460,474.4300379221020,22.308306038464800
2022-08-07,72.17393130091550,454.24152567009700,22.308306038464800
2022-08-14,78.73519778281690,454.24152567009700,22.308306038464800
2022-08-21,81.35970437557740,444.1472695440950,19.683799445704200
2022-08-28,80.04745107919710,429.00588535509200,20.996052742084500
2022-09-04,78.73519778281690,413.8645011660890,20.996052742084500
2022-09-11,80.04745107919710,434.05301341809300,19.683799445704200
2022-09-18,81.35970437557740,439.100141481094,19.683799445704200
2022-09-25,76.11069119005630,429.00588535509200,19.683799445704200
2022-10-02,74.79843789367600,449.1943976070960,19.683799445704200
2022-10-09,77.42294448643660,429.00588535509200,20.996052742084500
2022-10-16,76.11069119005630,408.8173731030880,19.683799445704200
2022-10-23,77.42294448643660,393.67598891408400,19.683799445704200
2022-10-30,73.48618459729570,408.8173731030880,20.996052742084500
2022-11-06,70.86167800453520,388.6288608510830,20.996052742084500
2022-11-13,74.79843789367600,363.39322053607800,22.308306038464800
2022-11-20,70.86167800453520,368.44034859907900,28.86957252036620
2022-11-27,77.42294448643660,393.67598891408400,26.24506592760560
2022-12-04,76.11069119005630,378.534604725081,24.932812631225300
2022-12-11,77.42294448643660,378.534604725081,26.24506592760560
2022-12-18,66.92491811539430,383.5817327880820,26.24506592760560
2022-12-25,65.61266481901400,398.72311697708500,28.86957252036620
2023-01-01,69.54942470815490,388.6288608510830,22.308306038464800
2023-01-08,80.04745107919710,403.7702450400860,20.996052742084500
2023-01-15,81.35970437557740,378.534604725081,22.308306038464800
2023-01-22,76.11069119005630,388.6288608510830,20.996052742084500
2023-01-29,78.73519778281690,378.534604725081,20.996052742084500
2023-02-05,81.35970437557740,353.29896441007600,20.996052742084500
2023-02-12,74.79843789367600,353.29896441007600,19.683799445704200
2023-02-19,72.17393130091550,373.4874766620800,19.683799445704200
2023-02-26,72.17393130091550,368.44034859907900,19.683799445704200
2023-03-05,72.17393130091550,373.4874766620800,19.683799445704200
2023-03-12,74.79843789367600,368.44034859907900,19.683799445704200
2023-03-19,73.48618459729570,388.6288608510830,20.996052742084500
2023-03-26,76.11069119005630,368.44034859907900,20.996052742084500
2023-04-02,72.17393130091550,363.39322053607800,22.308306038464800
2023-04-09,73.48618459729570,368.44034859907900,19.683799445704200
2023-04-16,73.48618459729570,373.4874766620800,19.683799445704200
2023-04-23,72.17393130091550,368.44034859907900,19.683799445704200
2023-04-30,72.17393130091550,373.4874766620800,18.371546149323900
2023-05-07,68.23717141177460,363.39322053607800,20.996052742084500
2023-05-14,68.23717141177460,373.4874766620800,20.996052742084500
2023-05-21,66.92491811539430,403.7702450400860,20.996052742084500
2023-05-28,65.61266481901400,378.534604725081,20.996052742084500
2023-06-04,65.61266481901400,393.67598891408400,22.308306038464800
2023-06-11,68.23717141177460,418.91162922909000,22.308306038464800
2023-06-18,64.30041152263380,393.67598891408400,22.308306038464800
2023-06-25,64.30041152263380,398.72311697708500,23.620559334845100
2023-07-02,61.6759049298732,388.6288608510830,23.620559334845100
2023-07-09,73.48618459729570,383.5817327880820,24.932812631225300
2023-07-16,65.61266481901400,378.534604725081,22.308306038464800
2023-07-23,66.92491811539430,393.67598891408400,23.620559334845100
2023-07-30,66.92491811539430,393.67598891408400,23.620559334845100
2023-08-06,69.54942470815490,398.72311697708500,23.620559334845100
2023-08-13,73.48618459729570,373.4874766620800,20.996052742084500
2023-08-20,78.73519778281690,363.39322053607800,20.996052742084500
2023-08-27,77.42294448643660,368.44034859907900,20.996052742084500
2023-09-03,77.42294448643660,353.29896441007600,20.996052742084500
2023-09-10,80.04745107919710,363.39322053607800,20.996052742084500
2023-09-17,77.42294448643660,373.4874766620800,20.996052742084500
2023-09-24,77.42294448643660,388.6288608510830,19.683799445704200
2023-10-01,70.86167800453520,383.5817327880820,19.683799445704200
2023-10-08,69.54942470815490,353.29896441007600,22.308306038464800
2023-10-15,73.48618459729570,358.3460924730770,20.996052742084500
2023-10-22,77.42294448643660,348.2518363470750,20.996052742084500
2023-10-29,74.79843789367600,368.44034859907900,20.996052742084500
2023-11-05,74.79843789367600,348.2518363470750,22.308306038464800
2023-11-12,76.11069119005630,368.44034859907900,23.620559334845100
2023-11-19,69.54942470815490,353.29896441007600,30.18182581674650
2023-11-26,80.04745107919710,378.534604725081,28.86957252036620
2023-12-03,78.73519778281690,368.44034859907900,24.932812631225300
2023-12-10,77.42294448643660,368.44034859907900,24.932812631225300
2023-12-17,72.17393130091550,353.29896441007600,26.24506592760560
2023-12-24,66.92491811539430,393.67598891408400,32.80633240950700
2023-12-31,68.23717141177460,353.29896441007600,24.932812631225300
2024-01-07,80.04745107919710,363.39322053607800,22.308306038464800
2024-01-14,74.79843789367600,343.20470828407300,23.620559334845100
2024-01-21,81.35970437557740,348.2518363470750,22.308306038464800
2024-01-28,81.35970437557740,348.2518363470750,22.308306038464800
2024-02-04,80.04745107919710,338.1575802210720,20.996052742084500
2024-02-11,80.04745107919710,338.1575802210720,19.683799445704200
2024-02-18,80.04745107919710,408.8173731030880,20.996052742084500
2024-02-25,77.42294448643660,348.2518363470750,20.996052742084500
2024-03-03,74.79843789367600,353.29896441007600,19.683799445704200
2024-03-10,69.54942470815490,343.20470828407300,20.996052742084500
2024-03-17,76.11069119005630,338.1575802210720,18.371546149323900
2024-03-24,69.54942470815490,338.1575802210720,19.683799445704200
2024-03-31,69.54942470815490,343.20470828407300,18.371546149323900
2024-04-07,73.48618459729570,358.3460924730770,19.683799445704200
2024-04-14,70.86167800453520,353.29896441007600,19.683799445704200
2024-04-21,74.79843789367600,358.3460924730770,19.683799445704200
2024-04-28,73.48618459729570,343.20470828407300,19.683799445704200
2024-05-05,70.86167800453520,353.29896441007600,20.996052742084500
2024-05-12,65.61266481901400,348.2518363470750,19.683799445704200
2024-05-19,69.54942470815490,358.3460924730770,19.683799445704200
2024-05-26,64.30041152263380,353.29896441007600,19.683799445704200
2024-06-02,68.23717141177460,363.39322053607800,20.996052742084500
2024-06-09,61.6759049298732,358.3460924730770,19.683799445704200
2024-06-16,66.92491811539430,378.534604725081,19.683799445704200
2024-06-23,64.30041152263380,378.534604725081,20.996052742084500
2024-06-30,60.36365163349290,368.44034859907900,22.308306038464800
2024-07-07,64.30041152263380,373.4874766620800,20.996052742084500
2024-07-14,73.48618459729570,378.534604725081,23.620559334845100
2024-07-21,64.30041152263380,368.44034859907900,20.996052742084500
2024-07-28,68.23717141177460,388.6288608510830,20.996052742084500
2024-08-04,68.23717141177460,373.4874766620800,20.996052742084500
